time,temp *C,humidity %
1197.09,25.12,59.27
1198.13,25.14,59.30
1199.18,25.18,59.32
1200.22,25.20,59.35
1201.26,25.20,59.36
1202.31,25.25,59.40
1203.35,25.26,59.45
1204.40,25.27,59.48
1205.44,25.30,59.52
1206.48,25.35,59.53
1207.53,25.36,59.57
1208.57,25.35,59.62
1209.61,25.40,59.64
1210.66,25.39,59.65
1211.70,25.42,59.65
1212.74,25.42,59.73
1213.79,25.42,59.77
1214.83,25.46,59.80
1215.88,25.46,59.83
1216.92,25.50,59.86
1217.96,25.53,59.92
1219.01,25.54,59.93
1220.05,25.59,59.98
1221.09,25.59,60.02
1222.14,25.59,60.05
1223.18,25.62,60.11
1224.22,25.66,60.11
1225.27,25.66,60.19
1226.31,25.67,60.24
1227.36,25.70,60.20
1228.40,25.71,60.27
1229.44,25.76,60.33
1230.49,25.76,60.34
1231.53,25.77,60.38
1232.57,25.78,60.40
1233.62,25.80,60.45
1234.66,25.83,60.47
1235.70,25.84,60.52
1236.75,25.84,60.57
1237.79,25.88,60.60
1238.84,25.90,60.65
1239.88,25.88,60.68
1240.92,25.90,60.76
1241.97,25.90,60.82
1243.01,25.91,60.85
1244.05,25.88,60.92
1245.10,25.87,60.92
1246.14,25.87,61.00
1247.18,25.87,61.03
1248.23,25.86,61.09
1249.27,25.86,61.15
1250.32,25.86,61.19
1251.36,25.81,61.28
1252.40,25.83,61.32
1253.45,25.83,61.36
1254.49,25.80,61.42
1255.53,25.76,61.48
1256.58,25.80,61.51
1257.62,25.78,61.56
1258.66,25.80,61.61
1259.71,25.81,61.70
1260.75,25.78,61.76
1261.80,25.81,61.83
1262.84,25.84,61.81
1263.88,25.86,61.90
1264.93,25.86,61.96
1265.97,25.87,62.03
1267.01,25.88,62.06
1268.06,25.88,62.13
1269.10,25.88,62.20
1270.15,25.90,62.26
1271.19,25.87,62.32
1272.23,25.90,62.40
1273.28,25.90,62.42
1274.32,25.84,62.55
1275.36,25.78,62.63
1276.41,25.71,62.73
1277.45,25.64,62.80
1278.49,25.62,62.87
1279.54,25.62,62.95
1280.58,25.59,63.02
1281.63,25.57,63.07
1282.67,25.56,63.11
1283.71,25.53,63.22
1284.76,25.53,63.24
1285.80,25.51,63.35
1286.84,25.54,63.38
1287.89,25.57,63.45
1288.93,25.59,63.56
1289.97,25.62,63.58
1291.02,25.60,63.63
1292.06,25.64,63.72
1293.11,25.67,63.77
1294.15,25.66,63.84
1295.19,25.64,63.91
1296.24,25.67,63.97
1297.28,25.66,64.03
1298.32,25.69,64.12
1299.37,25.70,64.20
1300.41,25.67,64.23
1301.45,25.69,64.34
1302.50,25.70,64.39
1303.54,25.70,64.44
1304.59,25.67,64.52
1305.63,25.67,64.60
1306.67,25.69,64.66
1307.72,25.66,64.74
1308.76,25.67,64.77
1309.80,25.66,64.83
1310.85,25.64,64.94
1311.89,25.63,64.96
1312.94,25.67,65.06
1313.98,25.64,65.10
1315.02,25.63,65.17
1316.07,25.64,65.22
1317.11,25.63,65.28
1318.15,25.62,65.41
1319.20,25.64,65.46
1320.24,25.62,65.50
1321.28,25.60,65.56
1322.33,25.60,65.67
1323.37,25.62,65.72
1324.42,25.60,65.78
1325.46,25.59,65.83
1326.50,25.57,65.89
1327.55,25.56,65.97
1328.59,25.57,66.06
1329.63,25.54,66.09
1330.68,25.53,66.11
1331.72,25.57,66.19
1332.77,25.54,66.25
1333.81,25.54,66.29
1334.85,25.53,66.36
1335.90,25.50,66.44
1336.94,25.53,66.48
1337.98,25.54,66.55
1339.03,25.53,66.60
1340.07,25.56,66.65
1341.11,25.54,66.70
1342.16,25.54,66.77
1343.20,25.56,66.83
1344.25,25.56,66.91
1345.29,25.56,66.93
1346.33,25.54,66.98
1347.38,25.56,67.05
1348.42,25.51,67.12
1349.46,25.50,67.15
1350.51,25.45,67.18
1351.55,25.39,67.26
1352.59,25.35,67.29
1353.64,25.30,67.34
1354.68,25.25,67.40
1355.73,25.22,67.40
1356.77,25.22,67.45
1357.81,25.22,67.50
1358.86,25.18,67.54
1359.90,25.19,67.61
1360.94,25.18,67.61
1361.99,25.19,67.68
1363.03,25.20,67.70
1364.08,25.18,67.72
1365.12,25.20,67.75
1366.16,25.20,67.83
1367.21,25.22,67.90
1368.25,25.22,67.90
1369.29,25.23,67.92
1370.34,25.26,67.97
1371.38,25.26,68.02
1372.42,25.27,68.01
1373.47,25.26,68.07
1374.51,25.27,68.11
1375.56,25.29,68.13
1376.60,25.26,68.21
1377.64,25.26,68.25
1378.69,25.26,68.26
1379.73,25.26,68.30
1380.77,25.27,68.34
1381.82,25.29,68.38
1382.86,25.30,68.41
1383.91,25.32,68.44
1384.95,25.32,68.46
1385.99,25.35,68.51
1387.04,25.30,68.56
1388.08,25.33,68.58
1389.12,25.33,68.63
1390.17,25.35,68.66
1391.21,25.36,68.67
1392.25,25.33,68.71
1393.30,25.35,68.74
1394.34,25.35,68.78
1395.39,25.33,68.77
1396.43,25.29,68.83
1397.47,25.27,68.84
1398.52,25.27,68.85
1399.56,25.29,68.90
1400.60,25.29,68.90
1401.65,25.27,68.92
1402.69,25.30,68.96
1403.73,25.26,68.97
1404.78,25.27,68.99
1405.82,25.27,69.04
1406.87,25.26,69.06
1407.91,25.22,69.08
1408.95,25.19,69.12
1410.00,25.20,69.09
1411.04,25.18,69.12
1412.08,25.15,69.15
1413.13,25.15,69.16
1414.17,25.12,69.19
1415.22,25.14,69.20
1416.26,25.15,69.24
1417.30,25.20,69.23
1418.35,25.20,69.24
1419.39,25.25,69.27
1420.43,25.29,69.30
1421.48,25.32,69.31
1422.52,25.30,69.34
1423.56,25.35,69.32
1424.61,25.39,69.37
1425.65,25.39,69.39
1426.70,25.42,69.40
1427.74,25.43,69.43
1428.78,25.45,69.47
1429.83,25.46,69.48
1430.87,25.47,69.50
1431.91,25.46,69.49
1432.96,25.47,69.55
1434.00,25.46,69.54
1435.04,25.46,69.54
1436.09,25.43,69.57
1437.13,25.45,69.60
1438.18,25.40,69.62
1439.22,25.40,69.62
1440.26,25.42,69.66
1441.31,25.39,69.67
1442.35,25.43,69.68
1443.39,25.43,69.69
1444.44,25.45,69.71
1445.48,25.45,69.73
1446.52,25.43,69.76
1447.57,25.46,69.76
1448.61,25.46,69.81
1449.66,25.46,69.82
1450.70,25.47,69.82
1451.74,25.46,69.84
1452.79,25.47,69.84
1453.83,25.47,69.88
1454.87,25.49,69.90
1455.92,25.47,69.88
1456.96,25.49,69.90
1458.00,25.49,69.94
1459.05,25.49,69.94
1460.09,25.49,69.97
1461.14,25.49,69.96
1462.18,25.50,69.99
1463.22,25.51,70.03
1464.27,25.50,70.01
1465.31,25.47,70.04
1466.35,25.47,70.07
1467.40,25.50,70.07
1468.44,25.49,70.11
1469.49,25.49,70.14
1470.53,25.42,70.15
1471.57,25.45,70.17
1472.62,25.42,70.15
1473.66,25.42,70.18
1474.70,25.42,70.19
1475.75,25.45,70.24
1476.79,25.46,70.25
1477.83,25.49,70.28
1478.88,25.47,70.27
1479.92,25.50,70.33
1480.97,25.51,70.32
1482.01,25.51,70.36
1483.05,25.53,70.35
1484.10,25.50,70.36
1485.14,25.51,70.40
1486.18,25.51,70.41
1487.23,25.49,70.45
1488.27,25.50,70.45
1489.31,25.47,70.50
1490.36,25.45,70.53
1491.40,25.46,70.53
1492.45,25.47,70.55
1493.49,25.45,70.54
1494.53,25.47,70.58
1495.58,25.46,70.62
1496.62,25.46,70.61
1497.66,25.46,70.64
1498.71,25.47,70.64
1499.75,25.50,70.69
1500.79,25.50,70.71
1501.84,25.45,70.74
1502.88,25.45,70.77
1503.93,25.43,70.79
1504.97,25.42,70.85
1506.01,25.39,70.82
1507.06,25.40,70.88
1508.10,25.39,70.90
1509.14,25.37,70.88
1510.19,25.36,70.94
1511.23,25.37,70.92
1512.28,25.37,70.96
1513.32,25.36,70.98
1514.36,25.35,71.01
1515.41,25.37,71.02
1516.45,25.40,71.04
1517.49,25.42,71.09
1518.54,25.46,71.11
1519.58,25.47,71.12
1520.62,25.49,71.15
1521.67,25.47,71.16
1522.71,25.46,71.19
1523.76,25.46,71.21
1524.80,25.47,71.22
1525.84,25.46,71.25
1526.89,25.46,71.26
1527.93,25.45,71.26
1528.97,25.45,71.31
1530.02,25.45,71.33
1531.06,25.42,71.37
1532.10,25.40,71.39
1533.15,25.39,71.40
1534.19,25.40,71.42
1535.24,25.37,71.44
1536.28,25.40,71.47
1537.32,25.36,71.52
1538.37,25.37,71.50
1539.41,25.39,71.55
1540.45,25.40,71.58
1541.50,25.39,71.59
1542.54,25.37,71.58
1543.59,25.39,71.64
1544.63,25.37,71.66
1545.67,25.36,71.65
1546.72,25.37,71.66
1547.76,25.39,71.70
1548.80,25.37,71.74
1549.85,25.35,71.74
1550.89,25.36,71.74
1551.93,25.39,71.80
1552.98,25.37,71.81
1554.02,25.39,71.83
1555.07,25.33,71.82
1556.11,25.36,71.89
1557.15,25.37,71.89
1558.20,25.37,71.92
1559.24,25.35,71.93
1560.28,25.33,71.94
1561.33,25.36,71.99
1562.37,25.36,72.01
1563.41,25.36,71.99
1564.46,25.36,72.00
1565.50,25.37,72.05
1566.55,25.37,72.08
1567.59,25.36,72.09
1568.63,25.37,72.07
1569.68,25.36,72.13
1570.72,25.35,72.12
1571.76,25.35,72.17
1572.81,25.39,72.17
1573.85,25.36,72.21
1574.90,25.36,72.23
1575.94,25.37,72.22
1576.98,25.37,72.25
1578.03,25.39,72.27
1579.07,25.36,72.29
1580.11,25.37,72.30
1581.16,25.35,72.31
1582.20,25.36,72.33
1583.24,25.36,72.37
1584.29,25.35,72.39
1585.33,25.36,72.38
1586.38,25.35,72.42
1587.42,25.35,72.44
1588.46,25.33,72.45
1589.51,25.35,72.49
1590.55,25.33,72.50
1591.59,25.33,72.49
1592.64,25.35,72.53
1593.68,25.35,72.50
1594.73,25.35,72.55
1595.77,25.35,72.58
1596.81,25.35,72.60
1597.86,25.37,72.55
1598.90,25.36,72.61
1599.94,25.33,72.61
1600.99,25.37,72.64
1602.03,25.36,72.67
1603.07,25.37,72.70
1604.12,25.36,72.67
1605.16,25.35,72.70
1606.21,25.37,72.70
1607.25,25.36,72.72
1608.29,25.37,72.74
1609.34,25.36,72.76
1610.38,25.37,72.79
1611.42,25.37,72.79
1612.47,25.37,72.82
1613.51,25.35,72.85
1614.56,25.35,72.81
1615.60,25.36,72.85
1616.64,25.37,72.87
1617.69,25.36,72.92
1618.73,25.37,72.88
1619.77,25.37,72.91
1620.82,25.36,72.93
1621.86,25.37,72.92
1622.90,25.37,72.95
1623.95,25.37,72.96
1624.99,25.36,72.99
1626.04,25.35,73.01
1627.08,25.36,73.00
1628.12,25.36,73.04
1629.17,25.37,73.05
1630.21,25.39,73.05
1631.25,25.35,73.07
1632.30,25.39,73.09
1633.34,25.36,73.08
1634.38,25.36,73.12
1635.43,25.35,73.12
1636.47,25.36,73.11
1637.52,25.35,73.14
1638.56,25.33,73.13
1639.60,25.35,73.18
1640.65,25.36,73.17
1641.69,25.36,73.19
1642.73,25.36,73.19
1643.78,25.35,73.22
1644.82,25.35,73.24
1645.86,25.39,73.28
1646.91,25.39,73.23
1647.95,25.36,73.28
1649.00,25.37,73.24
1650.04,25.40,73.32
1651.08,25.37,73.34
1652.13,25.37,73.34
1653.17,25.39,73.37
1654.21,25.40,73.36
1655.26,25.39,73.35
1656.30,25.39,73.41
1657.35,25.39,73.38
1658.39,25.40,73.40
1659.43,25.40,73.41
1660.48,25.40,73.43
1661.52,25.40,73.44
1662.56,25.36,73.45
1663.61,25.37,73.48
1664.65,25.37,73.47
1665.69,25.37,73.48
1666.74,25.35,73.50
1667.78,25.37,73.51
1668.83,25.37,73.53
1669.87,25.37,73.54
1670.91,25.39,73.54
1671.96,25.39,73.55
1673.00,25.37,73.56
1674.04,25.37,73.56
1675.09,25.39,73.56
1676.13,25.39,73.62
1677.17,25.37,73.60
1678.22,25.37,73.61
1679.26,25.39,73.63
1680.31,25.39,73.65
1681.35,25.39,73.66
1682.39,25.37,73.65
1683.44,25.36,73.66
1684.48,25.39,73.68
1685.52,25.35,73.70
1686.57,25.37,73.69
1687.61,25.36,73.70
1688.65,25.39,73.71
1689.70,25.33,73.72
1690.74,25.35,73.71
1691.79,25.36,73.73
1692.83,25.36,73.76
1693.87,25.36,73.78
1694.92,25.35,73.76
1695.96,25.35,73.78
1697.00,25.35,73.81
1698.05,25.33,73.80
1699.09,25.36,73.82
1700.13,25.32,73.84
1701.18,25.32,73.86
1702.22,25.35,73.87
1703.27,25.32,73.89
1704.31,25.35,73.88
1705.35,25.33,73.87
1706.40,25.35,73.89
1707.44,25.35,73.89
1708.48,25.33,73.94
1709.53,25.33,73.90
1710.57,25.32,73.95
1711.62,25.35,73.97
1712.66,25.35,73.97
1713.70,25.36,73.96
1714.75,25.35,73.97
1715.79,25.36,73.97
1716.83,25.36,73.99
1717.88,25.36,74.00
1718.92,25.35,74.01
1719.96,25.35,74.03
1721.01,25.33,74.04
1722.05,25.33,73.99
1723.10,25.33,74.06
1724.14,25.32,74.03
1725.18,25.33,74.06
1726.23,25.33,74.06
1727.27,25.33,74.08
1728.31,25.32,74.10
1729.36,25.32,74.08
1730.40,25.32,74.12
1731.44,25.32,74.10
1732.49,25.30,74.11
1733.53,25.29,74.15
1734.58,25.30,74.13
1735.62,25.30,74.14
1736.66,25.32,74.15
1737.71,25.32,74.16
1738.75,25.30,74.17
1739.79,25.30,74.18
1740.84,25.33,74.18
1741.88,25.32,74.23
1742.93,25.30,74.19
1743.97,25.30,74.20
1745.01,25.33,74.20
1746.06,25.33,74.21
1747.10,25.32,74.22
1748.14,25.32,74.27
1749.19,25.33,74.24
1750.23,25.35,74.26
1751.27,25.35,74.28
1752.32,25.33,74.29
1753.36,25.33,74.31
1754.41,25.33,74.29
1755.45,25.33,74.30
1756.49,25.33,74.29
1757.54,25.35,74.31
1758.58,25.35,74.33
1759.62,25.33,74.34
1760.67,25.33,74.33
1761.71,25.35,74.36
1762.76,25.33,74.33
1763.80,25.33,74.37
1764.84,25.30,74.39
1765.89,25.30,74.38
1766.93,25.32,74.37
1767.97,25.30,74.37
1769.02,25.30,74.38
1770.06,25.30,74.37
1771.10,25.30,74.42
1772.15,25.29,74.39
1773.19,25.30,74.41
1774.24,25.30,74.44
1775.28,25.32,74.42
1776.32,25.30,74.44
1777.37,25.30,74.43
1778.41,25.30,74.46
1779.45,25.30,74.44
1780.50,25.27,74.48
1781.54,25.27,74.46
1782.59,25.29,74.44
1783.63,25.27,74.47
1784.67,25.27,74.48
1785.72,25.29,74.47
1786.76,25.29,74.52
1787.80,25.29,74.51
1788.85,25.30,74.48
1789.89,25.27,74.49
1790.93,25.29,74.49
1791.98,25.27,74.52
1793.02,25.30,74.52
1794.07,25.32,74.50
1795.11,25.29,74.51
1796.15,25.29,74.55
1797.20,25.29,74.54
1798.24,25.30,74.53
1799.28,25.30,74.53
1800.33,25.30,74.57
1801.37,25.27,74.57
1802.41,25.27,74.54
1803.46,25.29,74.58
1804.50,25.30,74.57
1805.55,25.30,74.58
1806.59,25.30,74.58
1807.63,25.32,74.52
1808.68,25.33,74.60
1809.72,25.32,74.59
1810.76,25.32,74.59
1811.81,25.30,74.63
1812.85,25.30,74.61
1813.90,25.32,74.58
1814.94,25.30,74.62
1815.98,25.30,74.61
1817.03,25.35,74.61
1818.07,25.33,74.63
1819.11,25.33,74.60
1820.16,25.32,74.62
1821.20,25.33,74.63
1822.24,25.33,74.64
1823.29,25.33,74.65
1824.33,25.33,74.66
1825.38,25.33,74.64
1826.42,25.33,74.65
1827.46,25.35,74.66
1828.51,25.32,74.67
1829.55,25.36,74.67
1830.59,25.33,74.66
1831.64,25.35,74.65
1832.68,25.35,74.66
1833.72,25.33,74.69
1834.77,25.33,74.66
1835.81,25.35,74.65
1836.86,25.36,74.67
1837.90,25.35,74.69
1838.94,25.36,74.70
1839.99,25.36,74.69
1841.03,25.36,74.70
1842.07,25.33,74.71
1843.12,25.35,74.70
1844.16,25.36,74.72
1845.20,25.36,74.70
1846.25,25.36,74.72
1847.29,25.36,74.72
1848.34,25.33,74.72
1849.38,25.35,74.71
1850.42,25.35,74.71
1851.47,25.35,74.73
1852.51,25.33,74.70
1853.55,25.35,74.74
1854.60,25.32,74.74
1855.64,25.33,74.74
1856.69,25.30,74.73
1857.73,25.33,74.73
1858.77,25.32,74.74
1859.82,25.32,74.74
1860.86,25.29,74.76
1861.90,25.29,74.76
1862.95,25.33,74.75
1863.99,25.30,74.74
1865.03,25.32,74.74
1866.08,25.32,74.74
1867.12,25.33,74.78
1868.17,25.33,74.74
1869.21,25.30,74.74
1870.25,25.32,74.77
1871.30,25.32,74.74
1872.34,25.32,74.79
1873.38,25.35,74.80
1874.43,25.32,74.76
1875.47,25.33,74.80
1876.51,25.32,74.79
1877.56,25.33,74.78
1878.60,25.32,74.78
1879.65,25.30,74.81
1880.69,25.30,74.77
1881.73,25.32,74.78
1882.78,25.32,74.80
1883.82,25.30,74.76
1884.86,25.32,74.79
1885.91,25.30,74.78
1886.95,25.32,74.81
1887.99,25.32,74.80
1889.04,25.30,74.79
1890.08,25.32,74.81
1891.13,25.32,74.76
1892.17,25.32,74.78
1893.21,25.30,74.80
1894.26,25.30,74.80
1895.30,25.29,74.81
1896.34,25.29,74.81
1897.39,25.30,74.81
1898.43,25.33,74.81
1899.48,25.29,74.82
1900.52,25.29,74.82
1901.56,25.30,74.83
1902.61,25.30,74.81
1903.65,25.35,74.81
1904.69,25.32,74.82
1905.74,25.30,74.81
1906.78,25.32,74.84
1907.82,25.30,74.80
1908.87,25.32,74.83
1909.91,25.32,74.83
1910.96,25.30,74.82
1912.00,25.33,74.82
1913.04,25.33,74.83
1914.09,25.32,74.85
1915.13,25.32,74.81
1916.17,25.29,74.83
1917.22,25.35,74.82
1918.26,25.33,74.83
1919.30,25.32,74.83
1920.35,25.32,74.84
1921.39,25.33,74.83
1922.44,25.32,74.86
1923.48,25.32,74.86
1924.52,25.35,74.85
1925.57,25.33,74.84
1926.61,25.32,74.85
1927.65,25.33,74.87
1928.70,25.32,74.84
1929.74,25.32,74.85
1930.79,25.30,74.82
1931.83,25.32,74.87
1932.87,25.33,74.85
1933.92,25.32,74.87
1934.96,25.30,74.87
1936.00,25.33,74.84
1937.05,25.32,74.86
1938.09,25.32,74.87
1939.13,25.32,74.85
1940.18,25.32,74.84
1941.22,25.30,74.84
1942.27,25.32,74.86
1943.31,25.33,74.87
1944.35,25.32,74.82
1945.40,25.32,74.85
1946.44,25.32,74.84
1947.48,25.33,74.86
1948.53,25.32,74.86
1949.57,25.32,74.87
1950.62,25.30,74.85
1951.66,25.33,74.86
1952.70,25.35,74.86
1953.75,25.35,74.89
1954.79,25.33,74.89
1955.83,25.35,74.86
1956.88,25.36,74.84
1957.92,25.35,74.87
1958.96,25.36,74.86
1960.01,25.32,74.89
1961.05,25.35,74.86
1962.10,25.32,74.88
1963.14,25.33,74.88
1964.18,25.30,74.90
1965.23,25.33,74.90
1966.27,25.33,74.88
1967.31,25.33,74.89
1968.36,25.33,74.88
1969.40,25.33,74.91
1970.45,25.33,74.91
1971.49,25.35,74.89
1972.53,25.32,74.88
1973.58,25.32,74.86
1974.62,25.32,74.90
1975.66,25.32,74.89
1976.71,25.35,74.90
1977.75,25.35,74.88
1978.79,25.32,74.88
1979.84,25.33,74.87
1980.88,25.32,74.86
1981.93,25.32,74.90
1982.97,25.33,74.89
1984.01,25.32,74.91
1985.06,25.35,74.90
1986.10,25.35,74.87
1987.14,25.35,74.91
1988.19,25.35,74.87
1989.23,25.35,74.92
1990.27,25.36,74.88
1991.32,25.33,74.87
1992.36,25.35,74.90
1993.41,25.33,74.90
1994.45,25.33,74.87
1995.49,25.32,74.89
1996.54,25.30,74.89
1997.58,25.32,74.90
1998.62,25.33,74.92
1999.67,25.33,74.90
2000.71,25.33,74.91
2001.76,25.32,74.90
2002.80,25.33,74.89
2003.84,25.35,74.91
2004.89,25.35,74.92
2005.93,25.35,74.93
2006.97,25.33,74.95
2008.02,25.33,74.92
2009.06,25.30,74.89
2010.10,25.22,74.91
2011.15,25.20,74.89
2012.19,25.18,74.90
2013.24,25.16,74.86
2014.28,25.14,74.92
2015.32,25.15,74.87
2016.37,25.11,74.89
2017.41,25.11,74.90
2018.45,25.09,74.85
2019.50,25.09,74.85
2020.54,25.09,74.87
2021.58,25.14,74.85
2022.63,25.15,74.85
2023.67,25.16,74.84
2024.72,25.18,74.83
2025.76,25.18,74.87
2026.80,25.19,74.87
2027.85,25.22,74.86
2028.89,25.22,74.86
2029.93,25.22,74.85
2030.98,25.26,74.88
2032.02,25.27,74.86
2033.06,25.29,74.88
2034.11,25.27,74.88
2035.15,25.30,74.85
2036.20,25.30,74.87
2037.24,25.33,74.86
2038.28,25.35,74.89
2039.33,25.36,74.88
2040.37,25.36,74.86
2041.41,25.36,74.90
2042.46,25.39,74.89
2043.50,25.39,74.90
2044.55,25.37,74.89
2045.59,25.37,74.91
2046.63,25.39,74.90
2047.68,25.37,74.90
2048.72,25.37,74.92
2049.76,25.36,74.92
2050.81,25.37,74.90
2051.85,25.37,74.93
2052.89,25.39,74.88
2053.94,25.40,74.92
2054.98,25.37,74.93
2056.03,25.42,74.95
2057.07,25.43,74.94
2058.11,25.46,74.94
2059.16,25.47,74.95
2060.20,25.46,74.91
2061.24,25.47,74.92
2062.29,25.45,74.96
2063.33,25.49,74.96
2064.37,25.45,74.92
2065.42,25.43,74.97
2066.46,25.45,74.95
2067.51,25.40,74.96
2068.55,25.42,74.99
2069.59,25.42,74.98
2070.64,25.40,74.96
2071.68,25.40,74.96
2072.72,25.40,74.99
2073.77,25.36,74.96
2074.81,25.36,74.98
2075.85,25.37,74.98
2076.90,25.35,74.97
2077.94,25.36,74.99
2078.99,25.36,74.97
2080.03,25.39,75.01
2081.07,25.37,75.03
2082.12,25.36,75.02
2083.16,25.36,75.00
2084.20,25.36,75.03
2085.25,25.36,74.98
2086.29,25.35,75.05
2087.33,25.33,74.99
2088.38,25.35,75.04
2089.42,25.30,75.02
2090.47,25.33,75.03
2091.51,25.32,75.04
2092.55,25.30,75.05
2093.60,25.27,75.07
2094.64,25.29,75.08
2095.68,25.26,75.06
2096.73,25.26,75.09
2097.77,25.25,75.07
2098.82,25.26,75.11
2099.86,25.27,75.05
2100.90,25.26,75.09
2101.95,25.27,75.10
2102.99,25.30,75.08
2104.03,25.27,75.09
2105.08,25.27,75.10
2106.12,25.27,75.11
2107.16,25.29,75.12
2108.21,25.32,75.11
2109.25,25.35,75.10
2110.30,25.33,75.14
2111.34,25.36,75.17
2112.38,25.35,75.14
2113.43,25.36,75.16
2114.47,25.33,75.15
2115.51,25.36,75.18
2116.56,25.36,75.19
2117.60,25.36,75.20
2118.64,25.35,75.21
2119.69,25.37,75.20
2120.73,25.37,75.24
2121.78,25.37,75.24
2122.82,25.39,75.25
2123.86,25.39,75.23
2124.91,25.39,75.25
2125.95,25.40,75.29
2126.99,25.42,75.27
2128.04,25.42,75.30
2129.08,25.42,75.28
2130.12,25.40,75.28
2131.17,25.42,75.33
2132.21,25.42,75.33
2133.26,25.43,75.32
2134.30,25.45,75.34
2135.34,25.43,75.35
2136.39,25.40,75.33
2137.43,25.39,75.34
2138.47,25.42,75.38
2139.52,25.40,75.36
2140.56,25.43,75.39
2141.60,25.46,75.39
2142.65,25.43,75.40
2143.69,25.45,75.44
2144.74,25.40,75.42
2145.78,25.43,75.43
2146.82,25.45,75.45
2147.87,25.42,75.43
2148.91,25.42,75.47
2149.95,25.42,75.48
2151.00,25.43,75.46
2152.04,25.39,75.47
2153.09,25.37,75.48
2154.13,25.37,75.49
2155.17,25.37,75.47
2156.22,25.37,75.52
2157.26,25.39,75.52
2158.30,25.39,75.54
2159.35,25.39,75.52
2160.39,25.40,75.55
2161.43,25.40,75.55
2162.48,25.40,75.52
2163.52,25.40,75.57
2164.57,25.42,75.55
2165.61,25.40,75.57
2166.65,25.42,75.60
2167.70,25.39,75.59
2168.74,25.43,75.60
2169.79,25.43,75.59
2170.83,25.43,75.60
2171.87,25.40,75.64
2172.91,25.39,75.61
2173.96,25.39,75.64
2175.00,25.42,75.65
2176.05,25.40,75.65
2177.09,25.39,75.64
2178.13,25.40,75.67
2179.18,25.43,75.70
2180.22,25.42,75.70
2181.27,25.42,75.67
2182.31,25.40,75.73
2183.35,25.42,75.75
2184.40,25.42,75.74
2185.44,25.39,75.72
2186.48,25.40,75.72
2187.53,25.40,75.74
2188.57,25.39,75.77
2189.61,25.40,75.76
2190.66,25.39,75.77
2191.70,25.39,75.76
2192.75,25.39,75.79
2193.79,25.39,75.79
2194.83,25.39,75.80
2195.88,25.42,75.82
2196.92,25.40,75.82
2197.96,25.43,75.82
2199.01,25.42,75.82
2200.05,25.42,75.81
2201.10,25.40,75.85
2202.14,25.39,75.86
2203.18,25.40,75.86
2204.22,25.40,75.87
2205.27,25.39,75.86
2206.31,25.40,75.89
2207.36,25.37,75.91
2208.40,25.37,75.91
2209.44,25.37,75.91
2210.49,25.37,75.92
2211.53,25.37,75.88
2212.58,25.35,75.92
2213.62,25.37,75.94
2214.66,25.37,75.92
2215.71,25.36,75.96
2216.75,25.39,75.94
2217.79,25.36,75.94
2218.84,25.40,75.95
2219.88,25.37,75.96
2220.92,25.35,75.97
2221.97,25.36,75.98
2223.01,25.39,76.00
2224.06,25.37,75.97
2225.10,25.36,76.02
2226.14,25.39,76.03
2227.19,25.39,76.01
2228.23,25.39,76.00
2229.27,25.40,76.00
2230.32,25.39,76.01
2231.36,25.36,76.05
2232.40,25.39,76.01
2233.45,25.39,76.06
2234.49,25.33,76.05
2235.54,25.35,76.07
2236.58,25.32,76.05
2237.62,25.32,76.05
2238.67,25.30,76.08
2239.71,25.32,76.07
2240.75,25.32,76.08
2241.80,25.30,76.08
2242.84,25.30,76.08
2243.88,25.32,76.07
2244.93,25.33,76.09
2245.97,25.32,76.12
2247.02,25.30,76.07
2248.06,25.30,76.08
2249.10,25.29,76.11
2250.15,25.29,76.12
2251.19,25.29,76.10
2252.23,25.30,76.11
2253.28,25.30,76.11
2254.32,25.29,76.10
2255.36,25.27,76.09
2256.41,25.29,76.12
2257.45,25.27,76.12
2258.50,25.29,76.13
2259.54,25.29,76.13
2260.58,25.27,76.13
2261.63,25.29,76.12
2262.67,25.26,76.14
2263.71,25.26,76.15
2264.76,25.27,76.16
2265.80,25.27,76.16
2266.85,25.26,76.15
2267.89,25.26,76.11
2268.93,25.26,76.14
2269.98,25.27,76.13
2271.02,25.27,76.16
2272.06,25.30,76.15
2273.11,25.29,76.15
2274.15,25.26,76.15
2275.19,25.26,76.14
2276.24,25.27,76.14
2277.28,25.26,76.17
2278.33,25.27,76.17
2279.37,25.27,76.15
2280.41,25.27,76.16
2281.46,25.27,76.16
2282.50,25.27,76.17
2283.54,25.29,76.15
2284.59,25.26,76.15
2285.63,25.25,76.14
2286.67,25.27,76.18
2287.72,25.26,76.16
2288.76,25.27,76.17
2289.81,25.26,76.14
2290.85,25.25,76.14
2291.89,25.26,76.17
2292.94,25.25,76.15
2293.98,25.25,76.13
2295.02,25.23,76.14
2296.07,25.25,76.15
2297.11,25.25,76.13
2298.16,25.23,76.17
2299.20,25.23,76.17
2300.24,25.25,76.13
2301.29,25.20,76.17
2302.33,25.20,76.14
2303.37,25.19,76.13
2304.42,25.15,76.11
2305.46,25.14,76.11
2306.50,25.12,76.10
2307.55,25.08,76.11
2308.59,25.04,76.08
2309.64,25.06,76.07
2310.68,25.04,76.08
2311.72,25.01,76.08
2312.77,25.02,76.06
2313.81,24.99,76.04
2314.85,25.02,76.04
2315.90,25.01,76.02
2316.94,24.99,76.02
2317.98,25.01,76.00
2319.03,25.02,76.01
