time,temp *C,humidity %
2320.07,25.01,76.00
2321.12,25.02,76.01
2322.16,25.01,76.02
2323.20,24.98,75.98
2324.25,25.02,75.99
2325.29,24.98,75.99
2326.33,24.98,75.98
2327.38,24.99,75.96
2328.42,24.99,76.00
2329.46,24.99,75.97
2330.51,25.01,75.95
2331.55,24.99,75.98
2332.60,24.99,75.93
2333.64,24.99,75.97
2334.68,24.98,75.94
2335.73,24.99,75.95
2336.77,24.99,75.95
2337.81,24.96,75.92
2338.86,24.96,75.95
2339.90,24.95,75.92
2340.94,24.94,75.90
2341.99,24.96,75.91
2343.03,24.94,75.89
2344.08,24.92,75.89
2345.12,24.91,75.91
2346.16,24.94,75.90
2347.21,24.94,75.88
2348.25,24.92,75.85
2349.30,24.91,75.88
2350.34,24.91,75.86
2351.38,24.89,75.85
2352.42,24.89,75.82
2353.47,24.89,75.83
2354.51,24.88,75.81
2355.56,24.89,75.81
2356.60,24.89,75.80
2357.64,24.88,75.82
2358.69,24.91,75.80
2359.73,24.87,75.79
2360.78,24.88,75.75
2361.82,24.85,75.80
2362.86,24.85,75.79
2363.91,24.84,75.75
2364.95,24.84,75.74
2365.99,24.84,75.74
2367.04,24.82,75.75
2368.08,24.81,75.69
2369.12,24.81,75.68
2370.17,24.81,75.69
2371.21,24.79,75.68
2372.26,24.78,75.68
2373.30,24.77,75.67
2374.34,24.82,75.67
2375.39,24.79,75.64
2376.43,24.79,75.67
2377.47,24.78,75.61
2378.52,24.75,75.63
2379.56,24.78,75.60
2380.61,24.77,75.59
2381.65,24.74,75.60
2382.69,24.72,75.61
2383.73,24.72,75.58
2384.78,24.74,75.60
2385.82,24.72,75.57
2386.87,24.71,75.56
2387.91,24.72,75.54
2388.95,24.72,75.54
2390.00,24.68,75.56
2391.04,24.69,75.52
2392.09,24.68,75.54
2393.13,24.69,75.52
2394.17,24.67,75.51
2395.22,24.68,75.50
2396.26,24.68,75.48
2397.30,24.67,75.45
2398.35,24.65,75.44
2399.39,24.67,75.43
2400.43,24.67,75.44
2401.48,24.65,75.45
2402.52,24.65,75.44
2403.57,24.65,75.44
2404.61,24.65,75.42
2405.65,24.63,75.43
2406.70,24.65,75.39
2407.74,24.61,75.39
2408.78,24.64,75.39
2409.83,24.64,75.38
2410.87,24.63,75.37
2411.91,24.64,75.37
2412.96,24.61,75.35
2414.00,24.64,75.35
2415.05,24.61,75.33
2416.09,24.60,75.35
2417.13,24.61,75.33
2418.18,24.61,75.32
2419.22,24.60,75.30
2420.26,24.63,75.30
2421.31,24.60,75.31
2422.35,24.60,75.27
2423.39,24.58,75.26
2424.44,24.60,75.27
2425.48,24.57,75.27
2426.53,24.60,75.25
2427.57,24.60,75.22
2428.61,24.57,75.25
2429.66,24.57,75.20
2430.70,24.57,75.21
2431.75,24.58,75.19
2432.79,24.60,75.20
2433.83,24.56,75.19
2434.87,24.56,75.20
2435.92,24.57,75.18
2436.96,24.56,75.21
2438.01,24.54,75.16
2439.05,24.54,75.15
2440.09,24.53,75.16
2441.14,24.54,75.16
2442.18,24.56,75.13
2443.22,24.51,75.11
2444.27,24.51,75.13
2445.31,24.50,75.13
2446.36,24.50,75.11
2447.40,24.51,75.08
2448.44,24.51,75.10
2449.49,24.51,75.09
2450.53,24.50,75.06
2451.57,24.50,75.07
2452.62,24.48,75.05
2453.66,24.50,75.02
2454.70,24.47,75.03
2455.75,24.50,75.03
2456.79,24.48,75.00
2457.84,24.46,75.00
2458.88,24.50,75.00
2459.92,24.47,75.00
2460.97,24.46,74.98
2462.01,24.47,75.01
2463.05,24.44,74.98
2464.10,24.44,74.94
2465.14,24.43,74.94
2466.18,24.44,74.93
2467.23,24.43,74.95
2468.27,24.43,74.94
2469.32,24.44,74.92
2470.36,24.43,74.89
2471.40,24.43,74.89
2472.45,24.41,74.87
2473.49,24.40,74.87
2474.53,24.41,74.90
2475.58,24.40,74.85
2476.62,24.41,74.87
2477.67,24.40,74.86
2478.71,24.43,74.85
2479.75,24.41,74.84
2480.80,24.41,74.83
2481.84,24.38,74.81
2482.88,24.40,74.83
2483.93,24.40,74.84
2484.97,24.43,74.79
2486.01,24.38,74.78
2487.06,24.40,74.77
2488.10,24.38,74.73
2489.15,24.37,74.78
2490.19,24.37,74.75
2491.23,24.37,74.73
2492.28,24.38,74.74
2493.32,24.36,74.75
2494.36,24.37,74.73
2495.41,24.36,74.74
2496.45,24.36,74.70
2497.50,24.37,74.68
2498.54,24.34,74.72
2499.58,24.36,74.69
2500.63,24.34,74.70
2501.67,24.36,74.66
2502.71,24.34,74.66
2503.76,24.36,74.66
2504.80,24.33,74.65
2505.84,24.33,74.63
2506.89,24.34,74.61
2507.93,24.33,74.62
2508.98,24.33,74.61
2510.02,24.33,74.60
2511.06,24.33,74.59
2512.11,24.31,74.59
2513.15,24.33,74.57
2514.19,24.33,74.56
2515.24,24.33,74.56
2516.28,24.31,74.55
2517.32,24.33,74.55
2518.37,24.31,74.54
2519.41,24.30,74.54
2520.46,24.30,74.53
2521.50,24.28,74.53
2522.54,24.31,74.52
2523.59,24.30,74.52
2524.63,24.28,74.51
2525.67,24.31,74.50
2526.72,24.31,74.46
2527.76,24.30,74.47
2528.81,24.28,74.44
2529.85,24.30,74.46
2530.89,24.28,74.43
2531.94,24.28,74.46
2532.98,24.28,74.44
2534.02,24.27,74.43
2535.07,24.26,74.42
2536.11,24.27,74.42
2537.15,24.27,74.41
2538.20,24.24,74.39
2539.24,24.27,74.40
2540.29,24.28,74.35
2541.33,24.26,74.36
2542.37,24.26,74.35
2543.42,24.24,74.35
2544.46,24.27,74.35
2545.50,24.24,74.36
2546.55,24.24,74.34
2547.59,24.24,74.35
2548.63,24.26,74.32
2549.68,24.28,74.31
2550.72,24.26,74.31
2551.77,24.24,74.30
2552.81,24.27,74.28
2553.85,24.28,74.27
2554.90,24.27,74.26
2555.94,24.24,74.27
2556.98,24.24,74.27
2558.03,24.26,74.25
2559.07,24.24,74.23
2560.12,24.24,74.24
2561.16,24.24,74.21
2562.20,24.26,74.21
2563.25,24.24,74.22
2564.29,24.24,74.23
2565.33,24.24,74.20
2566.38,24.23,74.20
2567.42,24.24,74.20
2568.46,24.26,74.20
2569.51,24.27,74.16
2570.55,24.23,74.16
2571.60,24.24,74.15
2572.64,24.23,74.16
2573.68,24.21,74.14
2574.73,24.23,74.13
2575.77,24.21,74.11
2576.81,24.21,74.13
2577.86,24.23,74.07
2578.90,24.23,74.10
2579.94,24.21,74.11
2580.99,24.21,74.10
2582.03,24.21,74.08
2583.08,24.23,74.08
2584.12,24.20,74.09
2585.16,24.21,74.07
2586.21,24.20,74.08
2587.25,24.20,74.05
2588.29,24.17,74.06
2589.34,24.21,74.04
2590.38,24.19,74.04
2591.42,24.20,74.00
2592.47,24.20,74.03
2593.51,24.20,73.98
2594.56,24.20,73.98
2595.60,24.19,74.00
2596.64,24.19,73.98
2597.69,24.16,73.98
2598.73,24.19,73.96
2599.77,24.17,73.99
2600.82,24.17,73.95
2601.86,24.17,73.95
2602.90,24.17,73.93
2603.95,24.16,73.97
2604.99,24.19,73.93
2606.04,24.16,73.90
2607.08,24.16,73.90
2608.12,24.16,73.92
2609.17,24.19,73.89
2610.21,24.16,73.88
2611.26,24.16,73.86
2612.30,24.17,73.86
2613.34,24.17,73.85
2614.38,24.17,73.84
2615.43,24.16,73.82
2616.47,24.14,73.82
2617.52,24.16,73.82
2618.56,24.17,73.82
2619.60,24.16,73.80
2620.65,24.17,73.78
2621.69,24.17,73.78
2622.73,24.17,73.77
2623.78,24.17,73.77
2624.82,24.16,73.77
2625.87,24.16,73.74
2626.91,24.16,73.74
2627.95,24.16,73.75
2629.00,24.17,73.70
2630.04,24.16,73.70
2631.08,24.16,73.70
2632.13,24.14,73.70
2633.17,24.16,73.68
2634.21,24.16,73.69
2635.26,24.14,73.68
2636.30,24.14,73.68
2637.35,24.16,73.66
2638.39,24.17,73.65
2639.43,24.13,73.64
2640.48,24.14,73.63
2641.52,24.16,73.63
2642.57,24.14,73.62
2643.61,24.13,73.64
2644.65,24.14,73.60
2645.69,24.16,73.60
2646.74,24.13,73.61
2647.78,24.16,73.58
2648.83,24.14,73.56
2649.87,24.16,73.56
2650.91,24.16,73.56
2651.96,24.14,73.56
2653.00,24.17,73.51
2654.05,24.14,73.50
2655.09,24.14,73.50
2656.13,24.14,73.49
2657.18,24.13,73.47
2658.22,24.12,73.48
2659.26,24.13,73.47
2660.31,24.13,73.45
2661.35,24.12,73.44
2662.39,24.16,73.43
2663.44,24.13,73.42
2664.48,24.14,73.44
2665.53,24.14,73.41
2666.57,24.14,73.44
2667.61,24.12,73.41
2668.66,24.16,73.37
2669.70,24.13,73.39
2670.74,24.14,73.35
2671.79,24.16,73.35
2672.83,24.10,73.34
2673.87,24.12,73.33
2674.92,24.14,73.29
2675.96,24.16,73.30
2677.01,24.13,73.31
2678.05,24.13,73.30
2679.09,24.13,73.29
2680.14,24.12,73.27
2681.18,24.12,73.29
2682.22,24.10,73.23
2683.27,24.12,73.24
2684.31,24.13,73.23
2685.36,24.13,73.23
2686.40,24.13,73.20
2687.44,24.14,73.18
2688.49,24.13,73.18
2689.53,24.13,73.18
2690.57,24.14,73.20
2691.62,24.16,73.15
2692.66,24.13,73.16
2693.70,24.14,73.13
2694.75,24.14,73.13
2695.79,24.13,73.09
2696.84,24.14,73.09
2697.88,24.14,73.10
2698.92,24.16,73.09
2699.97,24.14,73.08
2701.01,24.16,73.09
2702.05,24.14,73.05
2703.10,24.13,73.07
2704.14,24.13,73.04
2705.18,24.13,73.01
2706.23,24.12,73.05
2707.27,24.14,73.01
2708.32,24.12,73.00
2709.36,24.12,72.95
2710.40,24.13,72.99
2711.45,24.13,72.97
2712.49,24.12,72.95
2713.53,24.13,72.92
2714.58,24.13,72.93
2715.62,24.12,72.89
2716.66,24.13,72.91
2717.71,24.13,72.90
2718.75,24.12,72.89
2719.80,24.12,72.87
2720.84,24.12,72.87
2721.88,24.14,72.81
2722.93,24.13,72.79
2723.97,24.12,72.86
2725.01,24.10,72.81
2726.06,24.13,72.81
2727.10,24.13,72.78
2728.14,24.12,72.77
2729.19,24.10,72.76
2730.23,24.14,72.78
2731.28,24.13,72.74
2732.32,24.12,72.72
2733.36,24.12,72.71
2734.41,24.13,72.73
2735.45,24.12,72.72
2736.49,24.13,72.70
2737.54,24.13,72.70
2738.58,24.13,72.67
2739.63,24.12,72.63
2740.67,24.12,72.63
2741.71,24.12,72.63
2742.76,24.12,72.61
2743.80,24.09,72.60
2744.84,24.12,72.63
2745.89,24.13,72.59
2746.93,24.10,72.58
2747.97,24.13,72.57
2749.02,24.12,72.56
2750.06,24.10,72.55
2751.11,24.12,72.55
2752.15,24.10,72.52
2753.19,24.12,72.51
2754.24,24.12,72.49
2755.28,24.10,72.51
2756.32,24.12,72.48
2757.37,24.10,72.48
2758.41,24.13,72.47
2759.45,24.12,72.48
2760.50,24.07,72.45
2761.54,24.12,72.44
2762.59,24.09,72.46
2763.63,24.07,72.40
2764.67,24.09,72.38
2765.72,24.09,72.39
2766.76,24.09,72.35
2767.80,24.10,72.36
2768.85,24.10,72.34
2769.89,24.09,72.32
2770.93,24.09,72.33
2771.98,24.09,72.34
2773.02,24.09,72.29
2774.07,24.10,72.26
2775.11,24.07,72.27
2776.15,24.07,72.26
2777.20,24.06,72.28
2778.24,24.09,72.27
2779.28,24.10,72.24
2780.33,24.09,72.22
2781.37,24.10,72.21
2782.41,24.09,72.20
2783.46,24.09,72.17
2784.50,24.09,72.17
2785.55,24.09,72.13
2786.59,24.06,72.14
2787.63,24.07,72.15
2788.68,24.09,72.12
2789.72,24.07,72.10
2790.76,24.09,72.12
2791.81,24.09,72.09
2792.85,24.07,72.07
2793.89,24.09,72.05
2794.94,24.07,72.05
2795.98,24.07,72.05
2797.03,24.06,72.02
2798.07,24.09,72.03
2799.11,24.07,71.99
2800.16,24.09,72.02
2801.20,24.07,71.99
2802.25,24.12,71.97
2803.29,24.09,71.95
2804.33,24.07,71.95
2805.38,24.10,71.94
2806.42,24.09,71.94
2807.46,24.07,71.90
2808.51,24.10,71.88
2809.55,24.09,71.89
2810.59,24.09,71.92
2811.64,24.09,71.88
2812.68,24.09,71.86
2813.72,24.10,71.82
2814.77,24.09,71.85
2815.81,24.09,71.77
2816.86,24.07,71.84
2817.90,24.09,71.80
2818.94,24.07,71.79
2819.99,24.07,71.81
2821.03,24.07,71.75
2822.07,24.09,71.76
2823.12,24.09,71.74
2824.16,24.06,71.72
2825.20,24.06,71.72
2826.25,24.07,71.71
2827.29,24.07,71.70
2828.34,24.07,71.69
2829.38,24.06,71.66
2830.42,24.07,71.67
2831.47,24.07,71.67
2832.51,24.05,71.67
2833.56,24.05,71.65
2834.60,24.06,71.64
2835.64,24.07,71.62
2836.68,24.07,71.57
2837.73,24.06,71.58
2838.77,24.06,71.57
2839.82,24.06,71.56
2840.86,24.05,71.55
2841.90,24.07,71.55
2842.95,24.06,71.50
2843.99,24.05,71.49
2845.04,24.06,71.50
2846.08,24.06,71.47
2847.12,24.05,71.44
2848.16,24.03,71.45
2849.21,24.05,71.44
2850.25,24.06,71.44
2851.30,24.05,71.46
2852.34,24.06,71.42
2853.38,24.05,71.41
2854.43,24.03,71.39
2855.47,24.05,71.37
2856.52,24.06,71.35
2857.56,24.07,71.35
2858.60,24.03,71.34
2859.65,24.05,71.32
2860.69,24.06,71.33
2861.73,24.07,71.30
2862.78,24.02,71.30
2863.82,24.05,71.28
2864.87,24.03,71.28
2865.91,24.05,71.27
2866.95,24.02,71.25
2868.00,24.02,71.24
2869.04,24.03,71.23
2870.08,24.05,71.24
2871.13,24.05,71.19
2872.17,24.05,71.21
2873.21,24.03,71.20
2874.26,24.03,71.17
2875.30,24.03,71.15
2876.35,24.06,71.16
2877.39,24.05,71.11
2878.43,24.05,71.11
2879.47,24.03,71.13
2880.52,24.03,71.08
2881.56,24.05,71.08
2882.61,24.03,71.10
2883.65,24.03,71.08
2884.69,24.03,71.05
2885.74,24.03,71.05
2886.78,24.03,71.06
2887.83,24.02,71.03
2888.87,24.03,71.02
2889.91,24.03,71.02
2890.95,24.03,71.00
2892.00,24.05,70.95
2893.04,24.02,70.96
2894.09,24.05,70.95
2895.13,24.05,70.95
2896.17,24.03,70.95
2897.22,24.00,70.93
2898.26,24.02,70.88
2899.31,24.02,70.88
2900.35,24.03,70.84
2901.39,24.03,70.86
2902.44,24.05,70.83
2903.48,24.03,70.84
2904.52,24.05,70.82
2905.57,24.03,70.83
2906.61,24.03,70.82
2907.65,24.03,70.81
2908.70,24.05,70.78
2909.74,24.02,70.75
2910.79,24.03,70.78
2911.83,24.02,70.74
2912.87,24.03,70.73
2913.92,24.02,70.72
2914.96,24.05,70.73
2916.00,24.03,70.71
2917.05,24.03,70.70
2918.09,24.03,70.68
2919.14,24.02,70.66
2920.18,24.02,70.68
2921.22,24.03,70.65
2922.27,24.02,70.67
2923.31,24.02,70.62
2924.35,24.02,70.58
2925.40,24.02,70.57
2926.44,24.02,70.60
2927.48,24.03,70.58
2928.53,24.02,70.58
2929.57,24.05,70.55
2930.62,24.03,70.54
2931.66,24.02,70.51
2932.70,24.02,70.51
2933.75,24.03,70.51
2934.79,24.02,70.50
2935.83,24.02,70.48
2936.88,24.05,70.44
2937.92,24.03,70.48
2938.96,24.02,70.42
2940.01,24.03,70.40
2941.05,24.00,70.41
2942.10,24.02,70.39
2943.14,24.02,70.38
2944.18,24.00,70.38
2945.23,24.00,70.39
2946.27,23.99,70.37
2947.31,23.97,70.33
2948.36,24.02,70.30
2949.40,24.02,70.33
2950.44,24.02,70.29
2951.49,23.99,70.30
2952.53,24.00,70.30
2953.58,23.99,70.25
2954.62,24.00,70.25
2955.66,24.00,70.24
2956.71,24.00,70.24
2957.75,24.00,70.23
2958.79,23.99,70.19
2959.84,24.00,70.19
2960.88,24.00,70.19
2961.92,23.99,70.18
2962.97,24.00,70.16
2964.01,24.02,70.16
2965.06,23.99,70.12
2966.10,24.02,70.11
2967.14,23.97,70.07
2968.19,23.99,70.08
2969.23,23.99,70.07
2970.27,23.97,70.07
2971.32,24.00,70.06
2972.36,23.97,70.06
2973.40,23.99,70.04
2974.45,24.00,70.04
2975.49,24.00,69.99
2976.54,24.00,69.99
2977.58,24.00,70.01
2978.62,24.00,69.99
2979.67,24.00,69.96
2980.71,24.00,69.98
2981.75,23.97,69.94
2982.80,23.99,69.91
2983.84,23.99,69.91
2984.89,23.99,69.90
2985.93,23.99,69.88
2986.97,23.99,69.90
2988.02,23.99,69.86
2989.06,23.97,69.84
2990.10,24.00,69.87
2991.15,23.97,69.88
2992.19,23.99,69.80
2993.23,23.99,69.78
2994.28,23.99,69.78
2995.32,23.99,69.78
2996.37,24.00,69.79
2997.41,23.99,69.76
2998.45,23.99,69.76
2999.50,24.00,69.74
3000.54,23.97,69.72
3001.58,23.99,69.72
3002.63,23.99,69.68
3003.67,23.99,69.69
3004.71,23.99,69.71
3005.76,23.99,69.69
3006.80,23.97,69.68
3007.85,23.96,69.65
3008.89,23.97,69.64
3009.93,23.99,69.62
3010.98,23.96,69.60
3012.02,23.96,69.60
3013.06,23.97,69.59
3014.11,23.97,69.60
3015.15,23.97,69.56
3016.19,23.97,69.56
3017.24,23.99,69.54
3018.28,23.97,69.51
3019.33,23.96,69.55
3020.37,23.95,69.51
3021.41,23.97,69.49
3022.46,23.99,69.51
3023.50,23.96,69.49
3024.54,23.96,69.45
3025.59,23.97,69.43
3026.63,23.96,69.44
3027.67,23.97,69.44
3028.72,23.97,69.45
3029.76,23.97,69.43
3030.81,23.97,69.40
3031.85,23.96,69.38
3032.89,23.96,69.37
3033.94,23.96,69.37
3034.98,23.96,69.37
3036.02,23.97,69.34
3037.07,23.97,69.35
3038.11,23.96,69.32
3039.16,23.96,69.27
3040.20,23.97,69.29
3041.24,23.96,69.29
3042.29,23.96,69.25
3043.33,23.96,69.27
3044.37,23.95,69.24
3045.42,23.95,69.23
3046.46,23.96,69.21
3047.50,23.95,69.21
3048.55,23.96,69.19
3049.59,23.99,69.20
3050.64,23.96,69.17
3051.68,23.96,69.17
3052.72,23.95,69.17
3053.77,23.96,69.12
3054.81,23.95,69.14
3055.85,23.95,69.13
3056.90,23.96,69.12
3057.94,23.96,69.08
3058.98,23.96,69.08
3060.03,23.97,69.08
3061.07,23.95,69.06
3062.12,23.95,69.05
3063.16,23.96,69.04
3064.20,23.92,69.02
3065.25,23.96,69.03
3066.29,23.93,68.99
3067.33,23.95,68.98
3068.38,23.96,68.97
3069.42,23.96,68.98
3070.47,23.95,68.95
3071.51,23.95,68.95
3072.55,23.96,68.94
3073.60,23.96,68.94
3074.64,23.96,68.91
3075.68,23.95,68.90
3076.73,23.95,68.91
3077.77,23.93,68.87
3078.81,23.93,68.86
3079.86,23.93,68.87
3080.90,23.92,68.86
3081.95,23.95,68.83
3082.99,23.92,68.83
3084.03,23.93,68.82
3085.08,23.96,68.80
3086.12,23.93,68.80
3087.16,23.93,68.78
3088.21,23.95,68.76
3089.25,23.93,68.76
3090.30,23.95,68.76
3091.34,23.96,68.74
3092.38,23.93,68.73
3093.43,23.93,68.73
3094.47,23.92,68.69
3095.51,23.93,68.69
3096.56,23.95,68.67
3097.60,23.93,68.69
3098.64,23.90,68.67
3099.69,23.95,68.66
3100.73,23.93,68.64
3101.78,23.95,68.62
3102.82,23.92,68.63
3103.86,23.96,68.61
3104.91,23.92,68.60
3105.95,23.92,68.56
3106.99,23.92,68.58
3108.04,23.92,68.56
3109.08,23.92,68.56
3110.13,23.93,68.53
3111.17,23.93,68.49
3112.21,23.93,68.48
3113.26,23.93,68.48
3114.30,23.93,68.51
3115.34,23.92,68.47
3116.39,23.93,68.47
3117.43,23.90,68.42
3118.47,23.93,68.46
3119.52,23.93,68.43
3120.56,23.92,68.41
3121.61,23.92,68.39
3122.65,23.93,68.42
3123.69,23.93,68.37
3124.74,23.95,68.39
3125.78,23.93,68.37
3126.82,23.93,68.33
3127.87,23.93,68.33
3128.91,23.95,68.32
3129.95,23.90,68.33
3131.00,23.95,68.30
3132.04,23.93,68.30
3133.09,23.95,68.27
3134.13,23.92,68.25
3135.17,23.93,68.24
3136.22,23.92,68.24
3137.26,23.92,68.23
3138.30,23.92,68.24
3139.35,23.93,68.24
3140.39,23.90,68.17
3141.43,23.93,68.19
3142.48,23.90,68.14
3143.52,23.90,68.13
3144.57,23.93,68.15
3145.61,23.95,68.13
3146.65,23.92,68.13
3147.70,23.95,68.11
3148.74,23.96,68.09
3149.78,23.92,68.08
3150.83,23.93,68.09
3151.87,23.92,68.05
3152.91,23.90,68.06
3153.96,23.92,68.04
3155.00,23.93,68.03
3156.05,23.90,67.99
3157.09,23.92,67.99
3158.13,23.92,67.99
3159.18,23.92,67.99
3160.22,23.92,67.98
3161.27,23.89,67.94
3162.31,23.90,67.96
3163.35,23.92,67.94
3164.40,23.93,67.91
3165.44,23.92,67.91
3166.48,23.92,67.88
3167.53,23.90,67.88
3168.57,23.90,67.89
3169.61,23.92,67.86
3170.66,23.90,67.83
3171.70,23.92,67.86
3172.75,23.90,67.85
3173.79,23.92,67.82
3174.83,23.90,67.80
3175.88,23.92,67.80
3176.92,23.90,67.82
3177.96,23.92,67.78
3179.01,23.90,67.75
3180.05,23.92,67.74
3181.09,23.90,67.73
3182.14,23.90,67.71
3183.18,23.90,67.71
3184.22,23.92,67.72
3185.27,23.92,67.70
3186.31,23.90,67.69
3187.36,23.92,67.65
3188.40,23.90,67.64
3189.44,23.92,67.64
3190.49,23.92,67.65
3191.53,23.90,67.63
3192.57,23.90,67.63
3193.62,23.93,67.58
3194.66,23.90,67.58
3195.70,23.93,67.55
3196.75,23.90,67.55
3197.79,23.90,67.56
3198.84,23.90,67.50
3199.88,23.89,67.52
3200.92,23.92,67.49
3201.97,23.90,67.50
3203.01,23.88,67.44
3204.06,23.92,67.49
3205.10,23.93,67.46
3206.14,23.92,67.44
3207.19,23.92,67.41
3208.23,23.90,67.42
3209.27,23.90,67.44
3210.32,23.89,67.42
3211.36,23.89,67.40
3212.40,23.88,67.38
3213.45,23.89,67.35
3214.49,23.88,67.34
3215.54,23.88,67.34
3216.58,23.89,67.32
3217.62,23.89,67.31
3218.67,23.90,67.32
3219.71,23.90,67.27
3220.75,23.89,67.28
3221.80,23.88,67.28
3222.84,23.90,67.24
3223.88,23.90,67.26
3224.93,23.88,67.25
3225.97,23.90,67.22
3227.02,23.88,67.22
3228.06,23.89,67.20
3229.10,23.90,67.18
3230.15,23.89,67.14
3231.19,23.88,67.21
3232.23,23.89,67.15
3233.28,23.89,67.14
3234.32,23.89,67.17
3235.36,23.92,67.15
3236.41,23.89,67.10
3237.45,23.90,67.11
3238.50,23.89,67.10
3239.54,23.88,67.09
3240.58,23.89,67.07
3241.63,23.88,67.09
3242.67,23.89,67.01
3243.71,23.89,67.04
3244.76,23.89,67.01
3245.80,23.89,67.00
3246.84,23.88,66.98
3247.89,23.89,66.97
3248.93,23.88,66.98
3249.98,23.86,66.96
3251.02,23.89,66.94
3252.06,23.86,66.92
3253.11,23.88,66.94
3254.15,23.88,66.92
3255.19,23.89,66.88
3256.24,23.89,66.90
3257.28,23.86,66.88
3258.33,23.92,66.86
3259.37,23.88,66.83
3260.41,23.88,66.84
3261.46,23.89,66.85
3262.50,23.88,66.81
3263.54,23.89,66.86
3264.59,23.90,66.79
3265.63,23.86,66.77
3266.67,23.89,66.77
3267.72,23.89,66.77
3268.76,23.88,66.76
3269.81,23.88,66.73
3270.85,23.89,66.74
3271.89,23.89,66.73
3272.94,23.86,66.69
3273.98,23.88,66.69
3275.02,23.88,66.66
3276.07,23.90,66.67
3277.11,23.88,66.67
3278.15,23.86,66.64
3279.20,23.88,66.62
3280.24,23.89,66.64
3281.29,23.86,66.62
3282.33,23.86,66.58
3283.37,23.88,66.58
3284.42,23.90,66.60
3285.46,23.88,66.55
3286.50,23.88,66.57
3287.55,23.88,66.56
3288.59,23.88,66.54
3289.64,23.88,66.52
3290.68,23.88,66.50
3291.72,23.88,66.50
3292.77,23.86,66.51
3293.81,23.88,66.49
3294.85,23.86,66.48
3295.90,23.86,66.46
3296.94,23.88,66.45
3297.98,23.86,66.42
3299.03,23.88,66.45
3300.07,23.86,66.44
3301.12,23.88,66.39
3302.16,23.88,66.40
3303.20,23.86,66.37
3304.25,23.88,66.37
3305.29,23.88,66.35
3306.33,23.88,66.34
3307.38,23.89,66.34
3308.42,23.86,66.32
3309.46,23.88,66.30
3310.51,23.86,66.30
3311.55,23.89,66.29
3312.60,23.86,66.26
3313.64,23.88,66.25
3314.68,23.88,66.25
3315.73,23.88,66.20
3316.77,23.88,66.21
3317.81,23.88,66.19
3318.86,23.88,66.18
3319.90,23.88,66.17
3320.94,23.88,66.17
3321.99,23.88,66.15
3323.03,23.88,66.17
3324.08,23.88,66.17
3325.12,23.86,66.14
3326.16,23.88,66.16
3327.21,23.88,66.11
3328.25,23.86,66.09
3329.29,23.86,66.10
3330.34,23.89,66.10
3331.38,23.88,66.04
3332.42,23.88,66.06
3333.47,23.88,66.05
3334.51,23.88,66.04
3335.56,23.90,66.02
3336.60,23.88,66.04
3337.64,23.88,66.00
3338.69,23.88,65.98
3339.73,23.88,65.94
3340.78,23.86,65.93
3341.82,23.86,65.95
3342.86,23.88,65.94
3343.91,23.88,65.89
3344.95,23.86,65.91
3345.99,23.88,65.89
3347.04,23.86,65.90
3348.08,23.86,65.91
3349.12,23.85,65.85
3350.17,23.86,65.88
3351.21,23.85,65.85
3352.26,23.86,65.84
3353.30,23.86,65.83
3354.34,23.83,65.82
3355.39,23.85,65.80
3356.43,23.85,65.78
3357.47,23.86,65.78
3358.52,23.86,65.75
3359.56,23.88,65.75
3360.60,23.85,65.76
3361.65,23.86,65.75
3362.69,23.86,65.73
3363.73,23.86,65.69
3364.78,23.86,65.68
3365.82,23.85,65.68
3366.87,23.86,65.68
3367.91,23.85,65.66
3368.95,23.86,65.62
3370.00,23.85,65.65
3371.04,23.85,65.62
3372.09,23.85,65.59
3373.13,23.85,65.59
3374.17,23.82,65.60
3375.21,23.85,65.56
3376.26,23.85,65.62
3377.30,23.83,65.55
3378.35,23.83,65.54
3379.39,23.86,65.55
3380.43,23.85,65.55
3381.48,23.85,65.51
3382.52,23.86,65.49
3383.57,23.85,65.48
3384.61,23.86,65.46
3385.65,23.86,65.47
3386.70,23.85,65.44
3387.74,23.82,65.45
3388.78,23.85,65.42
3389.83,23.86,65.40
3390.87,23.85,65.40
3391.91,23.83,65.42
3392.96,23.85,65.40
3394.00,23.85,65.38
3395.05,23.85,65.35
3396.09,23.85,65.34
3397.13,23.83,65.32
3398.18,23.82,65.32
3399.22,23.85,65.34
3400.26,23.88,65.32
3401.31,23.82,65.28
3402.35,23.86,65.28
3403.40,23.86,65.27
3404.44,23.82,65.24
3405.48,23.85,65.27
3406.53,23.82,65.22
3407.57,23.85,65.23
3408.61,23.85,65.22
3409.66,23.86,65.20
3410.70,23.86,65.20
3411.74,23.85,65.17
3412.79,23.83,65.16
3413.83,23.85,65.17
3414.88,23.85,65.16
3415.92,23.85,65.14
3416.96,23.85,65.14
3418.01,23.83,65.10
3419.05,23.85,65.10
3420.09,23.83,65.08
3421.14,23.85,65.06
3422.18,23.85,65.10
3423.22,23.85,65.06
3424.27,23.85,65.04
3425.31,23.83,65.04
3426.36,23.83,65.04
3427.40,23.83,65.04
3428.44,23.83,65.00
3429.49,23.82,65.01
3430.53,23.83,64.98
3431.57,23.83,64.99
3432.62,23.82,64.96
3433.66,23.85,64.96
3434.70,23.83,64.96
3435.75,23.86,64.92
3436.79,23.83,64.90
3437.84,23.82,64.90
3438.88,23.80,64.93
3439.92,23.83,64.88
3440.97,23.85,64.84
3442.01,23.83,64.85
